name,_attribute_set,_category,manufacturer,_type,_product_websites,country_of_manufacture,description,cost,special_price,price,sku,short_description,weight,visibility,tax_class_id,status
Yog Greek Mungalli DA,Default,All Organics,STEVE'S ORGANICS,simple,base,Australia,Yog Greek Mungalli DA,$3.50,4.725,5.25,,Yog Greek Mungalli DA,0,4,0,1
Yog Honey 500g Mungalli DA,Default,All Organics,STEVE'S ORGANICS,simple,base,Australia,Yog Honey 500g Mungalli DA,$3.20,4.32,4.8,,Yog Honey 500g Mungalli DA,0,4,0,1
Yog Lem.Myrtle Marrook DA,Default,All Organics,STEVE'S ORGANICS,simple,base,Australia,Yog Lem.Myrtle Marrook DA,$3.55,4.7925,5.325,,Yog Lem.Myrtle Marrook DA,0,4,0,1
Yog Mango 500g Mungalli DA,Default,All Organics,STEVE'S ORGANICS,simple,base,Australia,Yog Mango 500g Mungalli DA,$3.45,4.6575,5.175,,Yog Mango 500g Mungalli DA,0,4,0,1
Yog Map.Van Marrook DA,Default,All Organics,STEVE'S ORGANICS,simple,base,Australia,Yog Map.Van Marrook DA,$3.65,4.9275,5.475,,Yog Map.Van Marrook DA,0,4,0,1
Yog Nat 500g Mungalli DA,Default,All Organics,STEVE'S ORGANICS,simple,base,Australia,Yog Nat 500g Mungalli DA,$2.95,3.9825,4.425,,Yog Nat 500g Mungalli DA,0,4,0,1
Yog Nat 1kg Mungalli DA,Default,All Organics,STEVE'S ORGANICS,simple,base,Australia,Yog Nat 1kg Mungalli DA,$4.35,5.8725,6.525,,Yog Nat 1kg Mungalli DA,0,4,0,1
Yog Pass 500g Mungalli DA,Default,All Organics,STEVE'S ORGANICS,simple,base,Australia,Yog Pass 500g Mungalli DA,$3.45,4.6575,5.175,,Yog Pass 500g Mungalli DA,0,4,0,1
Yog Plum 500g Mungalli DA,Default,All Organics,STEVE'S ORGANICS,simple,base,Australia,Yog Plum 500g Mungalli DA,$4.10,5.535,6.15,,Yog Plum 500g Mungalli DA,0,4,0,1
Yog 200g Mungalli DA,Default,All Organics,STEVE'S ORGANICS,simple,base,Australia,Yog 200g Mungalli DA,$2.05,2.7675,3.075,,Yog 200g Mungalli DA,0,4,0,1
Adzuki Beans kg OCIA16646,Default,All Organics,STEVE'S ORGANICS,simple,base,Australia,Adzuki Beans kg OCIA16646,$2.75,3.7125,4.125,,Adzuki Beans kg OCIA16646,0,4,0,1
Almonds kg Raw Goanna N5267,Default,All Organics,STEVE'S ORGANICS,simple,base,Australia,Almonds kg Raw Goanna N5267,$19.00,25.65,28.5,,Almonds kg Raw Goanna N5267,0,4,0,1
Almonds 500g Keens DA,Default,All Organics,STEVE'S ORGANICS,simple,base,Australia,Almonds 500g Keens DA,$10.25,13.8375,15.375,,Almonds 500g Keens DA,0,4,0,1
Almond kg Rstd Goanna N5267P,Default,All Organics,STEVE'S ORGANICS,simple,base,Australia,Almond kg Rstd Goanna N5267P,$26.75,36.1125,40.125,,Almond kg Rstd Goanna N5267P,0,4,0,1
Tamari Almonds kg USDA,Default,All Organics,STEVE'S ORGANICS,simple,base,Australia,Tamari Almonds kg USDA,$30.00,40.5,45,,Tamari Almonds kg USDA,0,4,0,1
Drd Apricots Turkish Ecocert,Default,All Organics,STEVE'S ORGANICS,simple,base,Australia,Drd Apricots Turkish Ecocert,$11.50,15.525,17.25,,Drd Apricots Turkish Ecocert,0,4,0,1
Drd Ban kg Daabon Ecocert,Default,All Organics,STEVE'S ORGANICS,simple,base,Australia,Drd Ban kg Daabon Ecocert,$12.25,16.5375,18.375,,Drd Ban kg Daabon Ecocert,0,4,0,1
Banana Chips kg Ecocert,Default,All Organics,STEVE'S ORGANICS,simple,base,Australia,Banana Chips kg Ecocert,$9.30,12.555,13.95,,Banana Chips kg Ecocert,0,4,0,1
Drd Ban 250g Daabon Ecocert,Default,All Organics,STEVE'S ORGANICS,simple,base,Australia,Drd Ban 250g Daabon Ecocert,$3.90,5.265,5.85,,Drd Ban 250g Daabon Ecocert,0,4,0,1
Brazil Nuts kg Peru USDA,Default,All Organics,STEVE'S ORGANICS,simple,base,Australia,Brazil Nuts kg Peru USDA,$23.00,31.05,34.5,,Brazil Nuts kg Peru USDA,0,4,0,1
Cashews kg Raw India OneCert,Default,All Organics,STEVE'S ORGANICS,simple,base,Australia,Cashews kg Raw India OneCert,$21.00,28.35,31.5,,Cashews kg Raw India OneCert,0,4,0,1
Cashews Rstd ACOP249,Default,All Organics,STEVE'S ORGANICS,simple,base,Australia,Cashews Rstd ACOP249,$28.50,38.475,42.75,,Cashews Rstd ACOP249,0,4,0,1
Drd Cranb in App Ecocert,Default,All Organics,STEVE'S ORGANICS,simple,base,Australia,Drd Cranb in App Ecocert,$31.00,41.85,46.5,,Drd Cranb in App Ecocert,0,4,0,1
Drd Cranberries 200g Org.Rd US,Default,All Organics,STEVE'S ORGANICS,simple,base,Australia,Drd Cranberries 200g Org.Rd US,$9.90,13.365,14.85,,Drd Cranberries 200g Org.Rd US,0,4,0,1
Drd Currants kg CCOF,Default,All Organics,STEVE'S ORGANICS,simple,base,Australia,Drd Currants kg CCOF,$9.75,13.1625,14.625,,Drd Currants kg CCOF,0,4,0,1
Dates 5kg Mini Medjool COA,Default,All Organics,STEVE'S ORGANICS,simple,base,Australia,Dates 5kg Mini Medjool COA,$74.00,99.9,111,,Dates 5kg Mini Medjool COA,0,4,0,1
Date & Alm Rolls kg QAI cert,Default,All Organics,STEVE'S ORGANICS,simple,base,Australia,Date & Alm Rolls kg QAI cert,$18.25,24.6375,27.375,,Date & Alm Rolls kg QAI cert,0,4,0,1
Date & C'nut Rolls kg QAI cert,Default,All Organics,STEVE'S ORGANICS,simple,base,Australia,Date & C'nut Rolls kg QAI cert,$14.25,19.2375,21.375,,Date & C'nut Rolls kg QAI cert,0,4,0,1
Dates 226g Medjool CCOF,Default,All Organics,STEVE'S ORGANICS,simple,base,Australia,Dates 226g Medjool CCOF,$4.75,6.4125,7.125,,Dates 226g Medjool CCOF,0,4,0,1
Drd Pears 5kg NA,Default,All Organics,STEVE'S ORGANICS,simple,base,Australia,Drd Pears 5kg NA,$28.90,39.015,43.35,,Drd Pears 5kg NA,0,4,0,1
Drd Pines kg Honduras USDA,Default,All Organics,STEVE'S ORGANICS,simple,base,Australia,Drd Pines kg Honduras USDA,$34.75,46.9125,52.125,,Drd Pines kg Honduras USDA,0,4,0,1
Eden-Dried Blueberries-113g ,Default,All Organics,STEVE'S ORGANICS,simple,base,Australia,Eden-Dried Blueberries-113g ,$10.40,14.04,15.6,24182000887,Eden-Dried Blueberries-113g ,0,4,0,1
Eden-Dried Cranberries-113g ,Default,All Organics,STEVE'S ORGANICS,simple,base,Australia,Eden-Dried Cranberries-113g ,$6.10,8.235,9.15,24182000900,Eden-Dried Cranberries-113g ,0,4,0,1
Almonds Tamari 113g Eden org,Default,All Organics,STEVE'S ORGANICS,simple,base,Australia,Almonds Tamari 113g Eden org,$8.15,11.0025,12.225,,Almonds Tamari 113g Eden org,0,4,0,1
Drd Figs kg Turkish Ecocert,Default,All Organics,STEVE'S ORGANICS,simple,base,Australia,Drd Figs kg Turkish Ecocert,$12.50,16.875,18.75,,Drd Figs kg Turkish Ecocert,0,4,0,1
Drd Figs kg Black Miss US,Default,All Organics,STEVE'S ORGANICS,simple,base,Australia,Drd Figs kg Black Miss US,$10.75,14.5125,16.125,,Drd Figs kg Black Miss US,0,4,0,1
Ginger Crystalised cert HKK,Default,All Organics,STEVE'S ORGANICS,simple,base,Australia,Ginger Crystalised cert HKK,$16.75,22.6125,25.125,,Ginger Crystalised cert HKK,0,4,0,1
Hazelnuts kg Turkey Ecocert,Default,All Organics,STEVE'S ORGANICS,simple,base,Australia,Hazelnuts kg Turkey Ecocert,$19.25,25.9875,28.875,,Hazelnuts kg Turkey Ecocert,0,4,0,1
Macas Raw kg Samsara ACO10148A,Default,All Organics,STEVE'S ORGANICS,simple,base,Australia,Macas Raw kg Samsara ACO10148A,$33.00,44.55,49.5,,Macas Raw kg Samsara ACO10148A,0,4,0,1
Macs Raw 150g Wod Pk B485,Default,All Organics,STEVE'S ORGANICS,simple,base,Australia,Macs Raw 150g Wod Pk B485,$5.00,6.75,7.5,,Macs Raw 150g Wod Pk B485,0,4,0,1
Macs Honey 150g Wod Pk B485,Default,All Organics,STEVE'S ORGANICS,simple,base,Australia,Macs Honey 150g Wod Pk B485,$5.25,7.0875,7.875,,Macs Honey 150g Wod Pk B485,0,4,0,1
Macs Rst/Slt 150g Wod Pk B485,Default,All Organics,STEVE'S ORGANICS,simple,base,Australia,Macs Rst/Slt 150g Wod Pk B485,$5.25,7.0875,7.875,,Macs Rst/Slt 150g Wod Pk B485,0,4,0,1
Drd Mango Papa Juan ACO411P,Default,All Organics,STEVE'S ORGANICS,simple,base,Australia,Drd Mango Papa Juan ACO411P,$84.00,113.4,126,,Drd Mango Papa Juan ACO411P,0,4,0,1
Mixed Nuts Raw Org.Rd ACO,Default,All Organics,STEVE'S ORGANICS,simple,base,Australia,Mixed Nuts Raw Org.Rd ACO,$26.00,35.1,39,,Mixed Nuts Raw Org.Rd ACO,0,4,0,1
Mixed Nuts kg Rstd Org.Rd ACO,Default,All Organics,STEVE'S ORGANICS,simple,base,Australia,Mixed Nuts kg Rstd Org.Rd ACO,$27.50,37.125,41.25,,Mixed Nuts kg Rstd Org.Rd ACO,0,4,0,1
Muscatels 200g R'Vale DA,Default,All Organics,STEVE'S ORGANICS,simple,base,Australia,Muscatels 200g R'Vale DA,$2.60,3.51,3.9,,Muscatels 200g R'Vale DA,0,4,0,1
Peanuts Rst kg G'acres ACO448A,Default,All Organics,STEVE'S ORGANICS,simple,base,Australia,Peanuts Rst kg G'acres ACO448A,$9.50,12.825,14.25,,Peanuts Rst kg G'acres ACO448A,0,4,0,1
Pecans kg Aust N2329,Default,All Organics,STEVE'S ORGANICS,simple,base,Australia,Pecans kg Aust N2329,$23.50,31.725,35.25,,Pecans kg Aust N2329,0,4,0,1
Pinenuts kg Turkey Ecocert,Default,All Organics,STEVE'S ORGANICS,simple,base,Australia,Pinenuts kg Turkey Ecocert,$63.00,85.05,94.5,,Pinenuts kg Turkey Ecocert,0,4,0,1
Pistachios Rst/Sltd kg cert,Default,All Organics,STEVE'S ORGANICS,simple,base,Australia,Pistachios Rst/Sltd kg cert,$27.50,37.125,41.25,,Pistachios Rst/Sltd kg cert,0,4,0,1
Drd Prunes 250g B-Kelly N205A,Default,All Organics,STEVE'S ORGANICS,simple,base,Australia,Drd Prunes 250g B-Kelly N205A,$1.75,2.3625,2.625,,Drd Prunes 250g B-Kelly N205A,0,4,0,1
Drd Prunes kg Calif CCOF,Default,All Organics,STEVE'S ORGANICS,simple,base,Australia,Drd Prunes kg Calif CCOF,$7.80,10.53,11.7,,Drd Prunes kg Calif CCOF,0,4,0,1
Drd Raisins kg N3643P,Default,All Organics,STEVE'S ORGANICS,simple,base,Australia,Drd Raisins kg N3643P,$8.25,11.1375,12.375,,Drd Raisins kg N3643P,0,4,0,1
Drd Sultana 500g R'vale DA,Default,All Organics,STEVE'S ORGANICS,simple,base,Australia,Drd Sultana 500g R'vale DA,$5.50,7.425,8.25,,Drd Sultana 500g R'vale DA,0,4,0,1
Drd Sultanas kg R'vale DA,Default,All Organics,STEVE'S ORGANICS,simple,base,Australia,Drd Sultanas kg R'vale DA,$5.25,7.0875,7.875,,Drd Sultanas kg R'vale DA,0,4,0,1
Walnuts Shelled Turkey Ecocert,Default,All Organics,STEVE'S ORGANICS,simple,base,Australia,Walnuts Shelled Turkey Ecocert,$21.50,29.025,32.25,,Walnuts Shelled Turkey Ecocert,0,4,0,1
Walnuts Shelled kg USDA,Default,All Organics,STEVE'S ORGANICS,simple,base,Australia,Walnuts Shelled kg USDA,$23.00,31.05,34.5,,Walnuts Shelled kg USDA,0,4,0,1
